time (s),decision_0_vs_1 (V),decision_0_vs_2 (V),decision_0_vs_3 (V),decision_0_vs_4 (V),decision_0_vs_5 (V),decision_0_vs_6 (V),decision_0_vs_7 (V),decision_0_vs_8 (V),decision_0_vs_9 (V),decision_1_vs_2 (V),decision_1_vs_3 (V),decision_1_vs_4 (V),decision_1_vs_5 (V),decision_1_vs_6 (V),decision_1_vs_7 (V),decision_1_vs_8 (V),decision_1_vs_9 (V),decision_2_vs_3 (V),decision_2_vs_4 (V),decision_2_vs_5 (V),decision_2_vs_6 (V),decision_2_vs_7 (V),decision_2_vs_8 (V),decision_2_vs_9 (V),decision_3_vs_4 (V),decision_3_vs_5 (V),decision_3_vs_6 (V),decision_3_vs_7 (V),decision_3_vs_8 (V),decision_3_vs_9 (V),decision_4_vs_5 (V),decision_4_vs_6 (V),decision_4_vs_7 (V),decision_4_vs_8 (V),decision_4_vs_9 (V),decision_5_vs_6 (V),decision_5_vs_7 (V),decision_5_vs_8 (V),decision_5_vs_9 (V),decision_6_vs_7 (V),decision_6_vs_8 (V),decision_6_vs_9 (V),decision_7_vs_8 (V),decision_7_vs_9 (V),decision_8_vs_9 (V)
24.00E-6,-1.232E-3,3.900E-3,3.006,-8.703E-3,-8.722E-3,6.966E-3,2.994,10.31E-3,2.986,3.000,3.000,3.000,2.998,-9.816E-3,2.987,2.999,2.986,2.988,2.997,2.998,8.602E-3,3.003,-9.402E-3,3.000,8.805E-3,2.998,5.421E-3,3.007,-6.051E-3,5.852E-3,2.361,14.34E-3,3.002,3.010,3.000,409.6E-6,2.992,2.998,635.4E-3,3.001,2.997,3.001,15.20E-3,13.90E-3,3.008
24.00E-6,-780.3E-6,2.998,3.001,3.001,3.002,900.2E-6,2.999,3.000,3.001,-7.314E-3,2.999,2.983,2.999,2.988,2.984,2.992,2.986,3.000,3.002,3.001,8.021E-3,3.007,2.983,2.993,2.992,-8.952E-3,804.1E-6,2.997,2.999,3.007,-486.8E-6,9.486E-3,2.999,-89.85E-6,2.999,-536.4E-6,2.990,2.991,3.000,3.002,2.991,3.002,-10.42E-3,2.999,3.001
24.01E-6,3.000,2.999,3.002,3.000,2.999,2.990,242.0E-3,2.999,3.000,2.999,3.000,806.7E-6,2.996,3.027,945.8E-6,3.001,3.000,3.000,-786.8E-6,2.999,-12.42E-3,291.6E-6,2.991,6.283E-3,-42.94E-6,13.06E-3,308.6E-6,10.59E-3,2.999,809.5E-6,2.986,2.999,-148.3E-6,3.002,3.000,22.92E-3,165.8E-6,2.995,2.991,2.999,3.001,2.999,3.000,3.000,224.8E-6
24.01E-6,2.998,2.998,2.999,2.998,2.998,3.002,2.998,2.998,2.998,36.08E-3,2.998,2.990,2.999,2.994,1.159E-3,2.999,2.999,3.000,2.993,1.383E-3,2.999,970.3E-6,2.999,925.2E-6,3.001,1.433E-3,3.000,10.43E-3,2.980,2.994,1.655E-3,2.999,-334.4E-6,984.8E-6,2.787E-3,6.829E-3,1.285E-3,3.000,2.999,8.967E-3,781.0E-6,-2.297E-3,2.999,2.999,-720.5E-6
24.02E-6,-1.564E-3,-2.394E-3,-2.392E-3,3.003E-3,29.10E-3,-2.278E-3,663.5E-6,1.042E-3,-1.941E-3,2.987,3.003,3.002,2.997,2.995,3.001,3.002,2.996,-2.659E-3,14.29E-3,3.001,2.999,-1.515E-3,30.48E-3,2.955,2.100E-3,3.002,2.717,2.335,3.000,2.999,2.994,2.999,3.002,3.003,3.002,-46.71E-3,14.69E-3,3.310E-3,26.19E-3,1.867,4.137E-3,2.995,2.998,2.999,2.430E-3
24.02E-6,-1.321E-3,3.001,3.002,3.000,3.002,2.999,3.003,3.001,3.002,2.992,3.000,2.991,2.999,2.943,3.002,2.998,2.991,-138.8E-6,3.001,-12.08E-3,2.346E-3,-158.7E-6,2.995,2.999,2.998,996.4E-3,27.70E-3,2.966,3.001,2.982,-93.56E-6,6.017E-3,2.970,2.946,2.998,15.95E-3,1.104E-3,2.987,2.999,3.001,2.997,3.000,2.999,3.000,1.785
24.02E-6,3.000,3.000,3.000,3.000,3.001,3.001,3.001,3.001,3.001,-11.90E-3,3.519E-3,-10.20E-3,6.740E-3,3.662E-3,649.7E-3,727.6E-6,5.400E-3,3.000,10.85E-3,3.000,-1.585E-3,-5.586E-3,2.989,-10.81E-3,289.3E-3,2.994,10.09E-3,-2.452E-3,3.012,-7.353E-3,2.999,3.011,329.1E-6,3.004,2.501E-3,-7.500E-3,2.498E-3,-4.590E-3,8.564E-3,2.998,2.994,2.998,3.000,2.992,-10.05E-3
24.03E-6,-76.91E-3,2.999,2.999,2.999,2.999,2.999,2.999,2.999,2.999,118.1E-3,2.999,1.247E-3,3.057,19.71E-3,2.999,4.934E-3,2.999,2.999,1.210E-3,2.144E-3,1.211E-3,2.999,2.998,1.265E-3,1.229E-3,1.213E-3,1.211E-3,176.2E-3,1.253E-3,1.263E-3,2.998,572.2E-3,2.999,2.999,2.999,1.225E-3,2.999,2.998,1.114,2.999,2.999,2.999,1.297E-3,1.208E-3,1.728
24.03E-6,451.6E-6,2.627E-3,2.998,3.000,3.000,2.998,2.993,2.999,2.998,791.6E-3,3.000,2.997,2.998,2.889,2.998,2.999,2.998,2.999,2.994,2.999,2.071E-3,2.994,2.999,2.995,1.189E-3,2.988,6.793E-3,2.996,-3.332E-3,2.989,717.7E-6,6.299E-3,3.000,1.239E-3,2.999,1.282E-3,2.993,2.997,2.997,2.992,2.998,2.995,6.837E-3,786.2E-6,2.993
24.04E-6,3.002,3.000,3.003,3.000,3.003,3.002,3.001,3.000,3.000,-4.054E-3,3.330E-3,3.989E-3,3.407E-3,6.887E-3,1.245E-3,-7.316E-3,7.919E-3,3.002,4.673E-3,3.000,6.667E-3,3.006,2.999,2.915E-3,5.927E-3,2.999,5.160E-3,289.2E-6,1.307,8.070E-3,2.686,3.008,2.999,2.992,3.000,-1.473E-3,1.265E-3,3.007,3.009,2.999,2.998,3.001,3.000,3.008,6.794E-3
24.04E-6,2.999,2.999,3.000,6.556E-3,2.999,2.999,2.995,2.999,3.000,2.999,2.999,1.009,4.742E-3,3.966E-3,3.000,2.315E-3,2.997,2.999,748.3E-6,2.999,4.410E-3,1.371E-3,2.999,2.761,112.1E-6,7.394E-3,-501.9E-6,-308.7E-6,2.218E-3,2.528E-3,3.000,2.999,2.999,3.000,2.999,2.572E-3,1.052E-3,2.999,905.4E-6,2.999,2.999,3.000,2.998,2.999,796.5E-6
24.04E-6,2.997,3.004,3.004,3.002,3.000,3.003,3.002,3.002,2.998,2.994,2.999,26.90E-3,-10.71E-3,2.996,3.001,3.000,11.43E-3,-1.232E-3,13.98E-3,-2.882E-3,3.007E-3,2.093E-3,23.37E-3,1.710E-3,13.15E-3,11.43E-3,2.993,2.998,2.999,-747.2E-6,2.494,3.003,4.553E-3,2.984,3.051,2.999,1.263E-3,2.992,2.995,-2.390E-3,912.1E-6,-1.089E-3,3.000,2.999,-302.9E-6
24.05E-6,965.3E-6,3.726E-3,3.004,-3.189E-3,2.999,2.994,-1.899E-3,2.999,-1.030E-3,2.985,3.004,2.988,3.001,2.989,3.004,2.995,2.685E-3,3.000,2.999,2.999,1.545E-3,1.164E-3,9.834E-3,1.067E-3,-3.333E-3,17.96E-3,-284.1E-6,-1.725E-3,-3.031E-3,18.06E-3,3.002,2.999,3.002,3.004,3.002,7.239E-3,-18.32E-3,1.609,2.905,940.8E-6,3.006,3.001,2.999,1.021,-1.316E-3
24.05E-6,3.001,3.000,3.001,2.999,3.003,3.001,3.001,3.001,3.000,6.888E-3,20.26E-3,10.45E-3,7.952E-3,5.947E-3,335.9E-6,2.020E-3,14.19E-3,3.002,5.072E-3,3.001,-9.692E-3,3.000,2.988,12.46E-3,5.319E-3,3.000,7.880E-3,2.854E-3,2.920,4.189E-3,2.999,2.992,3.001,2.999,3.000,15.79E-3,-163.1E-6,11.32E-3,989.8E-6,-8.849E-3,2.985,3.000,3.000,678.2E-6,14.37E-3
24.06E-6,884.5E-6,2.998,2.989,3.002,3.002,2.993,2.997,3.002,3.001,2.999,2.986,2.991,3.000,3.027,3.013,2.993,2.988,2.993,2.996,2.999,-20.91E-3,3.014,2.990,2.992,2.986,-20.30E-3,13.82E-3,4.782E-3,2.943,3.024,-1.052E-3,17.46E-3,-609.9E-6,1.441E-3,-14.84E-3,258.2E-6,2.995,3.015,2.997,3.001,2.986,3.001,2.999,3.000,3.024
24.06E-6,-618.1E-6,2.997,3.002,3.002,3.002,2.976,3.002,2.996,2.999,2.972,9.257E-3,-9.318E-3,-15.31E-3,3.013,3.011,2.996,20.19E-3,-3.601E-3,6.991E-3,-4.637E-3,10.08E-3,-475.7E-6,27.89E-3,1.748E-3,14.93E-3,16.89E-3,2.987,5.023E-3,-11.58E-3,19.52E-3,1.252E-3,3.003,4.135E-3,2.982,2.999,7.828E-3,1.758E-3,2.989,2.977,-3.746E-3,-65.63E-6,-2.244E-3,3.000,3.001,12.14E-3
24.06E-6,3.937E-3,-725.4E-6,373.0E-6,-9.643E-3,1.556E-3,-2.075E-3,-9.362E-3,-555.7E-6,2.119E-3,3.008,3.000,2.997,3.000,2.999,3.004,3.001,3.000,-937.1E-6,381.2E-6,2.998,-4.361E-3,2.494E-3,-8.276E-3,2.814E-3,-3.585E-3,2.999,681.5E-6,2.994,2.998,3.024,3.008,2.998,2.999,3.003,2.999,819.8E-6,971.6E-6,-1.817E-3,-5.628E-3,3.001,3.003,2.994,2.999,18.30E-3,-220.7E-6
24.07E-6,4.979E-3,-10.51E-3,-7.198E-3,-11.91E-3,-7.072E-3,1.129E-3,-9.552E-3,-12.26E-3,-718.0E-6,3.009,3.006,2.997,3.009,3.000,3.008,3.009,2.994,-2.152E-3,-6.791E-3,3.000,-4.156E-3,1.149E-3,-7.572E-3,1.617E-3,-4.402E-3,3.000,636.3E-6,-1.781E-3,2.997,9.365E-3,3.012,2.999,2.999,3.005,3.003,-2.361E-3,-1.366E-3,22.96E-3,22.52E-3,2.999,3.000,3.000,2.999,2.998,-544.6E-6
24.07E-6,627.0E-6,2.995,2.996,2.999,2.999,911.2E-6,2.993,2.999,3.000,2.995,2.991,2.994,2.993,-5.553E-3,3.000,2.992,2.991,2.999,2.756E-3,-407.4E-6,5.859E-3,2.994,2.030E-3,375.0E-3,459.9E-6,3.242E-3,-465.2E-6,2.999,6.514E-3,14.64E-3,717.7E-6,1.297E-3,3.001,2.992,3.000,9.234E-3,2.994,2.996,2.997,3.000,2.994,3.001,4.010E-3,5.510E-3,2.999
24.08E-6,1.806E-3,2.999,3.003,2.998,2.998,3.001,2.998,2.998,2.998,3.003,3.001,3.000,2.999,2.994,3.003,3.003,3.003,1.342E-3,-2.629E-3,1.287E-3,-1.868E-3,1.453E-3,2.997,689.8E-6,1.318E-3,6.517E-3,1.030E-3,7.604E-3,2.999,2.999,2.995,2.486E-3,507.1E-6,3.000,2.998,3.000,1.905,3.004,2.999,2.999,3.001,2.999,2.998,2.998,1.017E-3
24.08E-6,3.001,6.187E-3,3.002,2.999,2.999,3.002,2.999,2.999,3.001,754.2E-6,2.991,2.991,4.039E-3,2.994,3.000,2.997,2.992,3.000,3.001,2.998,2.998,3.000,2.998,3.000,2.991,245.7E-6,55.68E-6,-2.237E-3,127.6E-3,2.998,-137.2E-6,-1.375E-3,-1.120E-3,1.826E-3,7.310E-3,8.045E-3,2.496,3.212E-3,2.999,2.999,2.998,3.001,2.999,3.000,2.992
24.08E-6,2.999,2.998,2.999,3.001,2.999,3.003,2.978,2.998,2.998,3.000,2.999,2.996,2.999,3.009,-1.101E-3,3.002,3.000,701.6E-3,3.360E-3,667.4E-6,3.001,-156.2E-6,2.999,-518.0E-6,2.991,3.001,3.002,6.456E-3,3.000,3.019,697.3E-6,2.999,-2.428E-3,-1.278E-3,8.860E-3,2.999,754.5E-6,3.001,8.851E-3,560.3E-6,-528.5E-6,-2.243E-3,3.000,3.002,-344.4E-6
24.09E-6,3.001,2.999,3.001,2.999,3.001,2.998,2.998,3.001,3.001,-155.1E-6,2.991,2.991,3.004,2.894,2.999,2.999,2.992,3.000,3.000,3.001,-5.165E-3,3.009,2.990,2.997,3.003,-6.929E-3,2.978E-3,-7.299E-3,2.904E-3,3.008,2.663E-3,742.8E-6,1.116E-3,2.676E-3,-4.477E-3,10.26E-3,1.038E-3,1.520E-3,-4.240E-3,3.000,2.998,3.001,2.998,2.997,2.992
24.09E-6,1.318E-3,2.998,2.999,2.999,2.999,2.999,3.000,2.999,2.999,74.80E-3,2.999,2.995,3.882E-3,27.45E-3,2.999,2.999,2.994,2.996,2.999,2.999,2.248E-3,3.000,2.995,2.999,2.999,2.673,2.999,2.999,2.999,2.996,607.1E-6,3.535E-3,910.5E-6,942.6E-6,2.998,830.3E-6,2.996,2.998,2.999,2.997,2.998,2.999,2.999,2.999,2.997
24.10E-6,2.999,3.002,2.999,224.5E-3,3.002,3.001,4.995E-3,3.003,3.002,2.999,3.000,3.814E-3,3.000,-20.29E-3,2.996,3.000,2.985,3.001,9.780E-3,3.002,2.999,-377.8E-6,2.995,2.982,-116.2E-6,2.989,2.252E-3,23.25E-3,2.619,9.566E-3,2.994,2.999,3.002,2.997,3.002,23.86E-3,-1.239E-3,8.392E-3,4.853E-3,3.000,2.999,2.999,3.001,3.002,-93.37E-3
24.10E-6,3.002,3.003,3.001,3.001,3.003,2.976,3.003,3.005,3.004,2.998,2.998,2.968,3.006,5.317E-3,3.000,3.000,2.962,2.990,2.999,615.5E-6,33.06E-3,-1.172E-3,2.973,2.997,1.980E-3,30.49E-3,-2.535E-3,24.76E-3,2.995,-13.24E-3,1.671E-3,21.82E-3,2.998,2.990,2.999,34.64E-3,2.913,2.976,2.987,3.001,2.995,3.003,3.000,3.000,2.819
24.10E-6,1.468E-3,2.998,3.002,2.999,2.998,3.002,3.001,2.998,3.000,2.999,3.002,3.001,2.999,2.993,2.987,3.001,3.001,3.001,2.994,-1.432E-3,11.99E-3,1.740E-3,2.992,2.997,2.999,13.42E-3,10.19E-3,3.002,836.5E-6,2.885,-622.5E-6,71.82E-6,-505.7E-6,-1.913E-3,13.60E-3,3.006,2.988,2.988,3.001,3.000,2.999,2.999,2.999,3.000,2.987
24.11E-6,1.128,2.997,2.996,2.997,2.992,2.994,2.992,2.999,2.994,1.413E-3,-4.649E-3,-9.662E-3,2.997,3.040,2.998,-5.175E-3,1.608E-3,2.994,31.41E-6,2.998,5.159E-3,3.000,3.003,2.993,6.696E-3,3.000,7.691E-3,5.101E-3,3.007,1.465E-3,2.999,1.377E-3,3.000,3.005,2.997,4.311E-3,2.998,2.475E-3,2.115E-3,3.005,3.001,3.010,2.999,3.262E-3,2.996
24.11E-6,-2.417E-3,2.996,2.996,3.001,3.000,2.984,3.002,3.000,3.000,3.000,2.997,3.023,-24.71E-3,3.026,2.998,2.985,6.812E-3,343.6E-6,16.06E-3,2.300E-3,3.743E-3,17.07E-3,-23.12E-3,15.94E-3,-8.481E-3,2.999,2.989,-130.0E-6,2.998,3.003,2.993,3.001,2.623,2.986,3.000,-23.29E-3,2.245E-3,2.997,2.992,-1.653E-3,1.470E-3,3.072E-3,2.999,3.000,14.07E-3
24.12E-6,1.221E-3,975.0E-6,3.000,1.034E-3,2.999,1.042E-3,751.3E-6,2.999,1.660E-3,2.999,3.000,408.1E-6,3.001,957.4E-6,3.001,3.000,2.997,2.999,277.6E-6,2.998,4.141E-3,1.618E-3,2.999,2.767,66.81E-6,2.999,-349.2E-6,-350.9E-6,424.7E-6,1.923E-3,3.001,2.999,2.999,2.999,2.999,-502.0E-6,802.2E-6,267.5E-6,929.1E-6,2.999,2.999,3.000,2.998,2.999,1.054E-3
24.12E-6,3.001,3.002,2.999,3.001,3.001,2.986,2.982,3.002,3.001,3.003,3.002,2.987,3.000,3.018,-31.97E-3,2.995,2.998,2.988,2.982,886.8E-6,3.001,1.150E-3,2.981,2.999,3.000,3.000,2.998,9.116E-3,2.999,-20.42E-3,728.3E-6,2.999,1.360E-3,7.887E-3,20.15E-3,11.54E-3,89.61E-6,3.018,8.948E-3,-38.78E-3,1.867E-3,14.58E-3,3.001,2.999,11.68E-3
24.12E-6,3.014,3.002,3.005,9.807E-3,2.998,2.980,17.73E-3,3.004,2.987,3.000,3.001,3.000,2.999,1.466E-3,3.003,2.999,2.999,3.000,-1.002E-3,-1.781E-3,-3.852E-3,1.047E-3,1.723E-3,3.024,-4.050E-3,8.123E-3,-4.437E-3,10.28E-3,17.03E-3,12.87E-3,2.995,3.000,3.003,3.004,3.004,940.6E-6,2.993,2.988,2.999,3.001,3.004,3.003,3.507E-3,2.998,2.997
24.13E-6,2.999,3.002,3.002,3.002,3.003,3.001,15.00E-3,3.001,2.999,2.988,2.998,2.997,2.998,2.994,2.998,3.000,2.999,12.94E-3,3.000,6.637E-3,3.001,-2.312E-3,2.997,-14.78E-3,1.014E-3,2.999,3.002,13.73E-3,3.000,1.164E-3,3.017,3.002,-1.175E-3,2.998,18.06E-3,2.999,-765.1E-6,2.995,101.1E-6,-2.424E-3,-493.6E-6,-3.206E-3,3.000,3.000,13.68E-3
24.13E-6,2.999,2.999,3.000,3.000,3.000,2.999,3.001,2.999,3.000,2.051E-3,2.999,3.000,2.999,2.961E-3,2.998,283.4E-3,2.995,2.998,2.999,3.000,2.998,3.001,2.996,2.998,3.001,3.115,2.790E-3,-755.3E-6,2.999,2.999,3.000,3.717E-3,2.954E-3,3.153E-3,2.999,1.928E-3,971.4E-6,983.9E-6,3.036,2.999,2.998,2.999,2.999,2.998,3.001
24.14E-6,3.001,3.000,3.001,3.001,3.001,3.001,2.999,3.000,2.999,2.992,2.999,2.999,2.998,2.988,-724.0E-6,3.001,2.999,3.006,2.999,2.999,3.000,247.3E-6,3.000,-26.87E-3,3.020,3.000,3.000,15.71E-3,3.000,3.012,2.989,3.001,-1.568E-3,2.796,16.06E-3,2.999,-1.181E-3,3.057E-3,810.1E-6,-685.0E-6,1.009E-3,-1.106E-3,3.000,3.000,5.834E-3
24.14E-6,2.999,2.999,3.000,201.3E-3,2.998,1.046E-3,1.262E-3,2.998,3.000,3.193E-3,3.000,23.28E-3,2.999,3.924E-3,-87.31E-3,2.999,2.998,3.000,252.1E-6,2.999,4.027E-3,2.850,3.000,2.733,242.8E-6,2.724E-3,241.6E-6,2.548E-3,2.413E-3,4.318E-3,3.000,2.999,3.001,3.000,3.000,-276.3E-6,1.638E-3,2.996,1.521E-3,2.999,3.001,2.999,2.999,2.999,989.8E-6
24.14E-6,340.8E-6,2.999,2.145,-329.2E-6,2.999,1.176E-3,3.359E-3,444.0E-6,150.8E-6,2.996,3.001,3.000,2.998,2.998,2.971,3.001,2.996,1.216E-3,202.3E-6,1.180E-3,1.050,1.085E-3,-899.7E-6,2.162E-3,1.155E-3,2.998,1.191E-3,1.166E-3,65.59E-3,3.384E-3,2.997,2.999,2.999,3.000,2.999,-2.802E-3,910.9E-6,218.9E-6,2.345E-3,2.999,2.999,2.999,2.999,2.999,448.4E-6
24.15E-6,2.999,2.998,3.000,2.999,2.998,3.002,2.999,2.999,2.999,2.997,3.001,2.997,2.997,2.988,3.003,3.001,2.988,-2.320E-3,-45.46E-6,-3.058E-3,-2.601E-3,-246.0E-6,8.804E-3,-729.3E-6,2.994,1.842E-3,2.988,17.03E-3,-2.284E-3,2.987,-2.371E-6,2.998,1.412E-3,712.8E-6,-7.332E-3,-3.898E-3,-6.888E-3,3.000,2.990,1.015E-3,509.6E-6,-1.900E-3,2.999,2.998,827.2E-6
24.15E-6,3.001,2.998,3.000,2.999,2.998,3.001,2.992,2.998,3.001,5.221E-3,3.001,2.995,3.598E-3,2.998,2.999,5.520E-3,2.992,2.999,2.999,2.999,2.241E-3,2.963,3.000,2.996,2.997,3.246E-3,4.112E-3,1.385E-3,3.136,2.992,1.177E-3,7.613E-3,-871.9E-6,1.330E-3,2.999,8.741E-3,1.157E-3,1.275E-3,2.999,1.411,963.1E-6,3.001,2.999,2.997,2.995
24.16E-6,374.0E-6,2.998,3.001,3.000,2.999,3.003,2.999,2.998,2.998,2.999,2.999,2.998,2.998,2.997,2.999,2.999,2.999,2.992,3.003,-875.8E-6,3.002,794.7E-6,2.998,1.856,3.000,157.1E-3,3.001,5.581E-3,2.999,2.928,980.1E-6,2.996,-975.9E-6,-788.8E-6,2.499E-3,3.000,-14.12E-3,2.999,3.001,-747.3E-6,-949.5E-6,-2.408E-3,2.999,3.000,-14.28E-3
24.16E-6,2.998,2.124,3.000,3.001,3.000,2.998,2.996,3.000,2.999,11.20E-6,3.000,3.009,3.014,4.174E-3,1.384E-3,1.828,3.009,2.994,3.000,3.001,-9.299E-3,3.000,2.984,2.987,3.003,2.998,10.92E-3,-11.95E-3,2.996,3.011,1.712E-3,15.69E-3,9.749E-3,3.018E-3,2.999,14.65E-3,1.707E-3,6.915E-3,2.999,2.988,2.996,2.995,2.999,2.988,3.017
24.16E-6,2.280E-3,-1.480E-3,1.796E-3,-365.3E-6,3.591E-3,1.961E-3,-247.2E-6,-2.511E-3,949.5E-6,2.999,2.998,3.000,3.000,2.997,3.002,3.000,2.999,1.963E-3,13.00E-3,2.999,-1.322E-3,1.302E-3,2.691E-3,2.985,438.3E-6,-3.190E-3,1.173E-3,502.9E-6,51.54E-3,1.041E-3,3.002,2.999,2.999,2.999,2.998,2.971,2.999,1.545E-3,2.999,2.998,2.999,2.999,259.3E-6,2.999,1.376E-3
24.17E-6,-518.6E-6,3.003,3.001,3.000,3.001,2.991,3.001,3.001,5.754E-3,2.989,673.6E-6,3.728E-3,2.323E-3,3.015,109.6E-3,2.999,17.25E-3,-1.020E-3,2.248E-3,-2.599E-3,2.914E-3,-2.451E-3,17.91E-3,-629.3E-6,5.960E-3,13.57E-3,2.998,2.872E-3,-16.05E-3,18.38E-3,3.009,3.003,869.3E-6,2.991,2.999,2.999,134.5E-6,2.990,2.989,-1.070E-3,969.0E-6,-2.365E-3,3.001,3.001,5.397E-3
24.17E-6,636.6E-6,13.92E-3,2.999,18.67E-3,3.000,9.670E-3,887.3E-6,3.000,3.000,3.001,3.000,3.000,3.002,3.000,3.004,3.004,2.980,3.001,2.969,3.000,-14.20E-3,569.2E-6,2.995,3.001,-2.485E-3,-13.01E-3,-4.284E-3,11.38E-3,16.43E-3,15.95E-3,2.982,3.842E-3,2.992,3.004,3.003,14.27E-3,1.106E-3,3.011,-1.980E-3,3.001,3.003,3.004,3.000,3.001,907.1E-6
24.18E-6,2.999,2.998,2.999,2.999,2.998,2.999,3.010,2.998,2.500E-3,2.732,3.003,2.578,2.999,-2.051E-3,3.001,3.002,3.002,2.998,189.6E-6,2.999,-1.520E-3,1.917E-3,3.001,2.997,-844.9E-6,1.021E-3,-1.895E-3,-1.744E-3,-775.0E-6,13.07E-3,3.002,2.999,790.1E-6,2.999,2.998,-3.760E-3,1.535E-3,2.999,-1.303E-3,2.999,3.001,2.999,2.998,2.998,181.5E-6
24.18E-6,3.003,3.004,3.001,3.000,3.002,3.002,3.003,3.004,3.002,-21.54E-3,11.35E-3,18.48E-3,5.368E-3,-74.63E-3,10.89E-3,-43.42E-3,16.79E-3,3.002,22.42E-3,3.002,2.760,10.71E-3,2.978,-29.21E-3,621.3E-6,2.997,17.95E-3,-46.72E-3,3.072,-75.13E-3,2.990,2.980,2.998,2.985,3.000,-14.38E-3,-1.013E-3,4.757E-3,602.1E-6,-643.6E-6,2.982,2.998,3.001,2.989,20.74E-3
24.18E-6,3.000,2.999,3.000,555.9E-3,2.998,3.000,2.991,3.000,3.001,3.000,3.001,3.000,2.999,2.999,3.001,2.999,2.998,2.999,3.710E-3,2.999,5.831E-3,-28.28E-3,2.998,2.989,247.5E-6,19.04E-3,-885.7E-6,1.152E-3,4.863E-3,2.997,2.996,-6.604E-3,3.001,3.001,3.000,9.459E-3,2.994,2.995,2.997,3.000,3.000,3.001,7.303E-3,2.999,2.991
24.19E-6,3.001,3.002,3.003,-21.78E-3,2.999,2.996,2.357E-3,3.003,3.002,2.997,2.991,3.011,2.999,-55.46E-3,2.999,3.001,2.995,2.999,484.6E-6,3.001,2.999,-1.299E-3,1.875,4.484E-3,1.516E-3,-967.2E-6,-1.722E-3,18.35E-3,257.2E-3,-1.588E-3,2.990,3.001,1.074E-3,2.998,2.998,4.602E-3,-1.558E-3,2.988,2.341E-3,3.327E-3,2.999,2.999,3.002,3.002,14.15E-3
24.19E-6,2.997,2.898,3.001,2.999,2.999,2.999,2.990,2.998,3.002,2.921E-3,3.002,2.996,2.999,3.493E-3,3.003,3.016,2.993,3.003,2.999,2.998,2.999,2.996,3.003,3.001,5.209E-3,3.025E-3,-2.529E-3,8.679E-3,98.26E-3,2.998,2.995,2.567E-3,3.000,6.365E-3,2.998,-662.9E-6,945.8E-6,1.289E-3,-1.725E-3,3.000,3.000,3.000,2.998,3.001,2.995
24.20E-6,3.001,2.999,3.000,2.999,3.000,2.999,2.999,3.000,2.999,29.72E-3,2.998,850.9E-3,-1.046E-3,1.284E-3,2.999,-779.6E-6,2.997,2.999,2.875E-3,2.507E-3,2.546E-3,2.996,2.919E-3,1.219E-3,2.739E-3,2.450E-3,1.143E-3,2.999,817.9E-6,2.972,1.089E-3,1.266E-3,3.000,2.999,2.999,3.391E-3,2.996,2.999,2.999,2.999,2.997,2.999,3.470E-3,3.433E-3,2.999
24.20E-6,2.999,2.999,3.000,-2.787E-3,2.999,3.000,1.073E-3,2.999,2.999,2.999,2.991,14.09E-3,2.274E-3,2.995,2.997,2.996,3.002,2.999,140.6E-6,2.999,880.8E-3,120.0E-6,3.000,9.071E-3,696.3E-6,8.073E-3,896.6E-6,7.932E-3,2.999,5.606E-3,2.998,2.999,543.8E-6,3.000,2.999,7.698E-3,848.0E-6,2.996,3.767E-3,5.672E-3,2.999,7.645E-3,3.000,3.000,574.3E-6
24.20E-6,808.5E-6,1.987E-3,2.999,2.999,2.996,2.998,2.997,2.999,2.999,378.4E-6,2.999,2.987,3.002,-1.272E-3,2.999,859.4E-6,3.000,2.997,2.330E-3,2.998,2.243E-3,2.998,1.786E-3,3.001,1.370E-3,1.910E-3,-417.3E-6,2.997,1.306E-3,2.916,1.816E-3,1.012E-3,3.000,3.004,2.999,5.180E-3,2.995,3.370E-3,2.999,2.995,3.004,2.997,5.145E-3,5.069E-3,2.996
24.21E-6,1.454E-3,3.000,2.999,3.000,3.001,2.992,3.001,3.001,3.000,2.988,2.992,2.997,2.999,3.029,2.993,2.992,5.099E-3,277.0E-6,5.805E-3,1.570E-3,11.68E-3,1.331E-3,5.422E-3,10.10E-3,3.337E-3,4.346E-3,2.994,-17.28E-3,2.998,2.994,1.362E-3,3.000,1.604E-3,2.992,2.999,4.953E-3,2.348,2.988,2.988,1.816E-3,4.988E-3,7.918E-3,2.998,3.001,5.545E-3
24.21E-6,2.945,3.001,3.002,3.001,3.001,2.989,3.001,3.001,3.001,2.987,2.994,76.33E-3,-11.36E-3,3.014,2.999,2.997,2.383E-3,13.15E-6,19.10E-3,-181.7E-6,4.388E-3,-687.6E-6,11.34E-3,15.14E-3,2.599E-3,18.84E-3,2.041,15.27E-3,-19.03E-3,7.582E-3,1.293E-3,2.999,1.070E-3,2.990,2.998,12.36E-3,1.275E-3,2.998,2.993,15.30E-3,1.306E-3,10.03E-3,3.001,3.000,12.11E-3
24.22E-6,1.417E-3,1.743E-3,3.000,7.789E-3,2.998,1.486E-3,2.737,2.998,3.000,-978.7E-6,2.999,3.000,2.999,195.1E-3,2.999,3.000,3.001,2.998,2.999,2.998,712.1E-6,2.966,3.001,3.000,691.2E-6,2.999,229.9E-6,1.530E-3,1.234E-3,2.994,3.000,-555.2E-6,2.999,3.001,2.999,5.188E-3,1.036E-3,1.048E-3,-331.2E-6,2.999,2.999,2.999,2.999,2.999,2.993
